MLS #,Acres,Basement Finished,Under Contract Date,Effective Date Of The Listing Agreement,List Price,Basement Square Feet,Sold Concessions,Sold Date,Sold Price,Sold Terms,Tax ID,Total Bedrooms,Total Full Bathrooms,Total Half Bathrooms,Total Three-quarter Bathrooms,Total Fireplaces,Total Kitchens,Total Laundry Rooms,Total Square Feet,Year Built,Road Condition,Accessability,Address
95732,0.02,0.0,2021-12-03,2021-09-28,260000,0,0,2022-02-17,260000.0,CONV,B-0143-0003-0000,2,2,1,0,0,1,1,1406,2021,Paved,,457 N 400 #3 W
95733,0.02,0.0,2021-11-17,2021-09-28,260000,0,7000,2022-02-18,267000.0,Other,B-0143-0004-0000,2,2,1,0,0,1,1,1406,2021,Paved,,457 N 400 #4 W
95735,0.02,0.0,2021-11-29,2021-09-28,260000,0,0,2022-02-17,260000.0,CONV,B-0143-0005-0000,2,2,1,0,0,1,1,1406,2021,Paved,,457 N 400 #5 W
95736,0.02,0.0,2021-11-05,2021-09-28,260000,0,8600,2022-02-24,268600.0,FHA,B-0143-0006-0000,2,2,1,0,0,1,1,1406,2021,Paved,,457 N 400 #6 W
95738,0.02,0.0,2021-12-13,2021-09-28,260000,0,4000,2022-02-28,264000.0,CONV,SG-1361-C-1,2,2,1,0,0,1,1,1406,2021,Paved,,457 N 400 #8 W
95741,0.24,100.0,2022-01-20,2021-09-28,499900,1367,3000,2022-02-25,490000.0,CONV,B-1208-0005-0004,5,3,0,0,0,2,2,2734,1984,,Year Round,2127 N Buckboard Drive
95747,0.3,100.0,2021-09-28,2021-09-28,409900,0,0,2022-03-14,428714.0,CONV,A-0883-0024-0000,3,2,0,0,0,1,1,1886,2022,Paved,,1215 E Southern Homestead Blvd Lot 24 Settlers Square Phs 2
95755,5.0,0.0,2021-12-02,2021-09-29,495000,0,0,2022-01-29,495900.0,CONV,D-0502-0010-0000,4,2,0,0,0,1,1,2460,2021,,Year Round,2584 W 5500 N
95762,0.37,100.0,2022-03-07,2021-09-30,439900,1271,6000,2022-04-07,439000.0,FHA,A-0140-0001-0000,4,2,1,0,1,1,1,2542,1964,Paved,Year Round,83 Pioneer Avenue
95767,0.47,0.0,2022-03-04,2021-09-30,289000,0,3000,2022-04-12,292000.0,FHA,A-1002-0001-0000,1,1,1,0,0,1,1,795,2021,Paved,,5590 N 500 E
95772,0.03,0.0,2021-11-10,2021-10-01,272000,0,0,2022-01-10,272000.0,CASH,B-1472-000F-0004,3,2,1,0,1,1,1,1515,1996,Paved,,195 E Fiddlers Cyn #24 Road
95773,0.32,0.0,2021-10-01,2021-10-01,355900,0,0,2022-02-25,358963.0,CONV,A-0883-0008-0000,3,2,0,0,0,1,1,1467,2022,Paved,,"4404 N Utah Trail Lot 8, Settlers Square, Phs 2"
95774,4.85,0.0,2022-04-05,2021-10-01,589000,0,0,2022-06-02,585000.0,CONV,D-0506-0009-0000,3,2,0,0,1,1,1,1700,2003,Paved,Year Round,2226 W 5875 N
95784,0.42,80.0,2022-02-06,2021-10-01,720000,2795,0,2022-03-30,720000.0,CONV,A-0954-0028-0000,5,3,0,0,1,1,1,5395,2008,Paved,Year Round,411 W 3380 N
95820,0.4,0.0,2022-01-17,2021-10-07,249999,0,0,2022-02-16,240000.0,CONV,A-1214-000H-0010,1,1,0,0,1,1,1,776,1979,,Seasonal,528 Toboggan Lane
95835,2.98,90.0,2022-01-10,2021-10-07,1325000,2444,0,2022-03-02,1200000.0,CONV,D-1139-0010-0103,6,3,1,0,2,1,1,5142,1998,Paved,Year Round,1173 S Panorama Dr
95837,2.32,100.0,2021-12-30,2021-10-08,849900,1786,0,2022-02-02,836400.0,CONV,D-0734-0001-0000,5,4,0,0,1,1,2,4519,1993,Paved,,2824 N 2300 W
95845,0.5,5.0,2021-10-28,2021-10-08,449000,1550,0,2022-01-28,455000.0,CONV,D-462-0005-0000,3,2,2,0,0,1,1,3100,2021,Paved,,4418 N 2525 W
95853,0.27,0.0,2021-12-08,2021-10-09,405000,0,0,2022-01-28,409500.0,FHA,A-0883-0017-0000,4,2,1,0,0,1,1,2126,2022,Paved,,1108 E 4375 North Lot 17 Settlers Square Phs 2
95864,0.37,100.0,2022-04-25,2021-10-04,979000,2338,0,2022-05-10,975000.0,CONV,A-0410-0001-0000,4,3,0,0,0,1,1,4676,2020,Paved,,434 W 300 N
95875,0.16,0.0,2022-02-17,2021-10-12,379900,0,0,2022-03-22,380000.0,CONV,B-1565-0014-0000,2,2,0,0,1,1,1,1539,2004,Paved,,136 N 4000 W
95912,0.12,0.0,2021-12-30,2021-10-15,344900,0,0,2022-02-01,347000.0,CONV,B-1202-0002-000N,3,2,0,0,1,1,1,1550,2019,Paved,,876 S 25 W
95913,0.92,0.0,2022-03-15,2021-10-15,300000,0,0,2022-04-22,305000.0,CONV,D-0621-0001-0043,3,1,1,0,1,1,1,1932,1994,Unimproved,Year Round,2632 W 3500 N
95943,0.41,0.0,2022-01-05,2021-10-20,389000,0,0,2022-02-11,389000.0,CONV,A-0974-0118-0000,3,2,0,0,0,1,1,1559,2021,Paved,,4333 N Gold Dust Trail
95950,0.04,0.0,2021-10-21,2021-10-20,307900,0,0,2022-02-11,306900.0,CONV,B-2003-0042-0000,3,2,0,0,1,1,1,1454,2021,Paved,,1825 N Lund Highway #42
95971,0.02,0.0,2022-01-04,2021-10-21,279900,0,0,2022-02-03,280000.0,CONV,B-1386-0045-0000,2,2,1,0,0,1,1,1424,2019,Paved,,1560 S Topaz Drive Unit A
95978,0.0,0.0,2021-10-29,2021-10-21,179900,0,0,2022-01-06,170000.0,CONV,A-1178-0103-0000,0,1,0,0,0,1,1,464,1983,Paved,Year Round,150 W Ridge View #103
95989,0.32,30.0,2021-10-25,2021-10-22,537920,1641,0,2022-03-31,558558.0,CASH,A-0883-0025-0000,5,3,0,0,1,1,1,3591,2022,Paved,,1187 E Southern Homestead Blvd Lot 25 Settlers Square Phs 2
95993,0.26,100.0,2022-01-11,2021-10-25,599900,1838,0,2022-01-31,565000.0,CASH,B-1714-0022-0000,5,3,0,0,0,1,1,3730,2004,Paved,,763 E Nichols Canyon
95994,0.13,0.0,2021-10-26,2021-10-22,295000,0,3000,2022-04-20,295000.0,CONV,B-1791-0007-0000,3,2,0,0,0,1,1,1290,2005,Paved,,1441 S Northern View Drive
96005,0.04,0.0,2021-10-26,2021-10-26,304900,0,0,2022-03-04,304900.0,Other,B-2003-0040-0000,3,2,0,0,0,1,1,1454,2021,Paved,,1825 N Lund Highway #40
96042,0.18,100.0,2022-01-05,2021-10-29,390000,929,0,2022-02-11,360000.0,C for Deed,B-0045-0053-0000,5,1,0,1,0,1,1,1858,1951,Paved,Year Round,36 N 1150 W
96056,0.41,15.0,2022-02-15,2021-11-01,369900,432,6000,2022-03-23,380000.0,CONV,A-0906-0045-0000,3,2,1,0,1,1,1,2461,1999,Paved,,4575 N Oregon Trail
96061,40.0,100.0,2021-11-30,2021-11-02,899000,1414,0,2022-01-13,889000.0,CONV,E-0323-0006-0005,3,3,0,0,2,1,1,3628,1994,,Year Round,410 S 1200 W
96063,0.25,100.0,2022-01-01,2021-11-02,330000,408,0,2022-02-04,325000.0,FHA,B-1153-0014-0003-02,3,1,1,0,1,1,1,1988,1977,Paved,Year Round,2197 W Skyview Drive
96067,0.03,0.0,2021-11-10,2021-11-02,310000,0,0,2022-01-25,310000.0,CONV,B-1958-0018-000D,3,2,1,0,0,1,1,1420,2021,Paved,Year Round,3075 N 175 E
96068,0.03,0.0,2021-11-15,2021-11-02,305000,0,0,2022-01-25,303000.0,CONV,B-1958-0018-000C,3,2,1,0,0,1,1,1420,2021,Paved,Year Round,3073 N 175 E
96070,0.33,0.0,2022-03-11,2021-11-04,799000,0,0,2022-04-27,799000.0,VA,B-1811-0008-0000,3,3,0,0,1,1,1,2920,2021,Paved,,1482 N Knoll Street
96075,0.88,0.0,2021-11-29,2021-11-03,310000,0,0,2022-01-28,320000.0,FHA,A-0878-0003-0022,4,2,0,0,1,1,1,1554,1994,,Year Round,255 W Thoroughbred Way
96079,0.18,100.0,2022-02-25,2021-11-04,350000,918,0,2022-03-25,335000.0,CONV,B-0045-0073-0000,3,2,0,0,2,1,1,2028,1951,Paved,,67 N 1150 W
96087,0.36,100.0,2022-02-10,2021-11-04,1100000,2810,0,2022-06-14,1200000.0,CONV,B-1184-0002-0000,6,3,0,0,1,1,1,5413,2022,,Year Round,2090 S Estate Drive
96090,8.13,0.0,2021-12-28,2021-11-04,509900,0,0,2022-02-01,485000.0,CONV,D-0534-0002-0001-01,4,2,0,0,0,1,1,1809,1997,Paved,Year Round,4941 N 1700 W
96091,0.0,0.0,2021-12-01,2021-11-05,535000,0,2500,2022-01-03,555000.0,CONV,A-1205-0008-000D,2,2,0,0,1,1,1,1759,2006,Paved,Year Round,270 S Hwy 143 #8d
96098,0.29,0.0,2022-02-02,2021-11-05,450000,0,0,2022-03-07,450000.0,CONV,"A-1144-0001-0002-091,  A-1144-0001-0002-09, A-1144",2,0,0,2,1,1,1,1512,1972,,Year Round,134 N Lee Street
96108,0.18,0.0,2022-02-07,2021-11-05,269900,0,0,2022-03-07,274900.0,CONV,A-0511-0005-0034,2,1,0,0,1,1,1,992,1983,Paved,,242 S 800 W
96112,0.02,0.0,2021-11-20,2021-11-06,310000,0,3000,2022-01-04,305000.0,CONV,B-1869-0011-000D,3,2,1,0,0,1,1,1570,2007,Paved,Year Round,1177 N Northfield #28 Road
96123,0.32,0.0,2021-11-06,2021-11-05,440000,1353,0,2022-02-02,440000.0,CONV,A-0883-0003-0000,3,2,0,0,0,1,1,2881,2022,Paved,,1173 E 4375 North Lot 3 Settlers Square Phs 2
96133,0.3,40.0,2021-11-15,2021-11-09,599900,2650,0,2022-01-14,620000.0,CONV,B-1746-0004-0000,3,2,0,0,1,1,1,5139,2003,Paved,,2426 W 546 S
96135,0.23,100.0,2022-01-12,2021-11-10,599900,1337,0,2022-03-17,575000.0,CONV,B-1725-0003-0000,4,3,1,0,2,1,1,3185,2002,Paved,,2166 W 700 S
96137,0.27,0.0,2021-11-10,2021-11-10,405000,0,0,2022-03-30,417917.0,CASH,A-0883-0026-0000,3,2,0,0,0,1,1,1633,2022,Paved,,1175 E Southern Homestead Blvd Lot 26 Settlers Square Phs 2
96142,0.04,0.0,2021-11-10,2021-11-10,307900,0,0,2022-02-23,309400.0,FHA,B-2003-0054-0000,3,2,0,0,1,1,1,1454,2021,Paved,,1825 N Lund Highway #54
96146,0.03,0.0,2021-11-29,2021-11-10,310000,0,0,2022-01-25,310000.0,CONV,B-1958-0018-000A,3,2,1,0,0,1,1,1420,2021,Paved,Year Round,3069 N 175 E
96149,0.31,0.0,2021-11-09,2021-11-09,440000,1353,0,2022-03-14,440000.0,CASH,A-0883-0009-0000,3,2,0,0,0,1,1,2881,2022,Paved,,1039 E 4375 North Lot 9 Settlers Square Phs 2 N
96154,0.04,0.0,2022-03-10,2021-11-11,319000,0,0,2022-03-31,319000.0,CONV,B-2003-0052-0000,3,2,0,0,1,1,1,1454,2021,Paved,,1825 N Lund Highway #52
96155,0.04,0.0,2021-11-18,2021-11-11,310500,0,0,2022-04-08,312450.0,VA,B-2003-0053-0000,3,2,0,0,1,1,1,1454,2021,Paved,,1825 N Lund Highway #53
96156,0.03,0.0,2021-12-01,2021-11-11,139000,0,0,2022-02-08,130000.0,CASH,A-0504-0003-0003-32,1,1,0,0,0,1,1,396,2018,Paved,Year Round,332 Kari Foothills RV Park
96157,0.03,0.0,2022-07-25,2021-11-11,85000,0,0,2022-08-01,82000.0,CASH,A-0504-0003-0003-07,1,1,0,0,1,1,1,300,2018,Paved,Year Round,307 Beth Foothills RV Park
96160,2.4,100.0,2021-11-29,2021-11-12,769000,1477,0,2022-01-10,748000.0,CONV,D-0456-1007-0000,5,5,0,0,1,1,1,4489,2005,Unimproved,,4970 N 4225 W
96163,0.25,0.0,2021-11-29,2021-11-11,426500,1569,0,2022-01-03,426500.0,CASH,B-1834-0017-0000,3,2,0,0,1,1,1,3138,2021,Paved,Year Round,3769 W 1250 N
96170,0.04,0.0,2021-11-12,2021-11-12,307900,0,0,2022-03-24,308050.0,CONV,B-2003-0051-0000,3,2,0,0,1,1,1,1454,2021,Paved,,1825 N Lund Highway #51
96172,0.17,0.0,2021-11-30,2021-11-12,397500,0,0,2022-01-13,400000.0,Other,B-1582-0025-0000,3,2,0,0,1,1,1,1630,2004,Paved,,127 N 4125 W
96187,0.52,0.0,2022-03-11,2021-11-15,469000,0,0,2022-04-20,469000.0,CONV,A-0639-0063-0001,6,3,0,0,0,1,1,2696,2000,Paved,,310 S 100 W
102953,0.04,0.0,2023-09-16,2023-06-24,310000,0,0,2023-09-29,310000.0,CASH,B-2005-0016-0000,3,2,1,0,0,1,1,1623,2021,Paved,,287 W 1425 #16 N
96197,0.16,0.0,2021-12-28,2021-11-16,416500,0,0,2022-01-31,416500.0,CASH,D-1219-0031-0000,3,2,1,0,0,1,1,2066,2021,Paved,Year Round,1819 W 4700 N
96214,0.31,0.0,2021-11-18,2021-11-18,445000,0,0,2022-04-14,466897.0,CASH,A-0883-0036-0000,4,2,0,0,0,1,1,1912,2022,Paved,,"1188 E Southern Homestead Lot 36, Phs 2 Settlers Sq"
96215,0.03,0.0,2021-11-26,2021-11-17,310000,0,0,2022-01-04,300000.0,CONV,B-1958-0006-000F,3,2,1,0,0,1,1,1402,2017,Paved,Year Round,206 E 3025 N
96219,0.0,100.0,2022-02-23,2021-11-18,335000,0,0,2022-03-30,314000.0,CONV,A-1177-0007-000A,1,1,0,0,1,1,1,704,1984,Paved,Year Round,117 E Steam Engine #7a
96222,0.61,0.0,2021-12-06,2021-11-19,474900,0,0,2022-01-10,463000.0,CONV,D-1209-000G-0003,4,2,1,0,1,1,1,1689,2010,Paved,,1065 S 4375 W
96230,0.0,0.0,2022-02-16,2021-11-19,169000,0,0,2022-03-18,163600.0,CONV,A-1176-000B-0101,0,1,0,0,1,1,1,420,1984,Paved,Year Round,464 N Highway 143 unit B101 143 #b101
96234,0.32,0.0,2021-12-03,2021-11-18,435000,0,0,2022-02-11,435000.0,VA,A-0883-0007-0000,4,2,1,0,0,1,1,2314,2022,Paved,,1075 E 4375 North Lot 7 Settler's Square Phs 2
96236,0.26,0.0,2021-11-29,2021-11-20,415000,0,0,2022-02-11,415000.0,CASH,A-0883-0013-0000,3,2,0,0,0,1,1,1769,2022,Paved,,1048 E 4375 North Lot 13 Settlers Square Phs 2
96241,0.03,0.0,2022-01-17,2021-11-22,305000,0,0,2022-03-18,307000.0,CONV,B-1958-0018-000B,3,2,1,0,0,1,1,1420,2021,Paved,Year Round,3071 N 175 E
96244,0.47,0.0,2022-02-10,2021-11-22,299999,0,3000,2022-04-21,298000.0,VA,A-0997-0003-0000,1,1,0,0,0,1,1,795,2021,,Year Round,5540 N 500 E
96254,0.55,0.0,2022-01-03,2021-11-22,435000,0,0,2022-02-24,435000.0,CONV,D-1207-000B-0002,3,2,0,0,1,1,1,1620,2005,Paved,,835 S 4300 W
96261,0.06,0.0,2021-11-24,2021-11-24,359000,0,0,2022-02-15,352000.0,CASH,B-1995-0003-0044,3,2,0,0,1,1,1,1453,2016,Paved,Year Round,1476 N 500 W
96262,0.34,0.0,2022-02-24,2021-11-24,649000,0,0,2022-03-31,630000.0,CONV,B-1607-0021-0000,3,3,1,0,0,1,1,3428,1999,Paved,,2358 W 546 S
96283,0.03,0.0,2021-12-02,2021-11-29,335000,0,0,2022-01-07,345000.0,CONV,B-1848-0003-0001,3,2,1,0,1,1,1,1672,2019,Paved,,3084 W 1750 #1 N
96288,0.02,0.0,2021-12-02,2021-11-29,275000,0,0,2022-01-04,275000.0,CONV,B-1955-0015-000C,3,2,1,0,1,1,1,1578,2008,Paved,Year Round,1295 N North Cedar #15 Boulevard
96290,0.21,0.0,2021-12-03,2021-11-29,362500,0,0,2022-02-02,362500.0,CONV,B-1873-0020-0000,3,2,1,0,0,1,1,1817,2022,Paved,Year Round,44 E 820 S
96292,0.11,0.0,2021-12-22,2021-11-29,362500,0,0,2022-02-03,349375.0,CONV,B-1873-0007-0000,3,2,1,0,0,1,1,1817,2022,Paved,Year Round,56 E 820 S
96293,0.11,0.0,2021-12-02,2021-11-29,362500,0,0,2022-01-28,362500.0,CASH,B-1873-0007-0001,3,2,1,0,0,1,1,1817,2021,Paved,Year Round,58 E 820 S
96299,0.02,0.0,2021-12-16,2021-11-30,300000,0,5000,2022-04-08,305000.0,FHA,B-1985-0002-0037,3,2,1,0,0,1,1,1561,2016,Paved,,1677 N Main Street #37 Meadow Crest #37
96315,0.18,100.0,2021-12-07,2021-12-02,379900,1177,6196,2022-01-07,411000.0,CONV,B-1098-0026-0000,6,3,0,0,0,1,1,2354,1999,Paved,Year Round,685 W 500 S
96318,0.38,100.0,2021-12-14,2021-12-02,499000,1935,0,2022-02-09,499000.0,CONV,B-1113-0012-0006-01,5,3,0,0,1,1,1,3876,2002,Paved,,1932 W 150 S
96319,0.43,0.0,2021-12-18,2021-12-02,435000,1549,0,2022-02-16,525000.0,CONV,A-0974-0121-0000,3,2,0,0,0,1,1,3108,2021,Paved,,4285 N Gold Dust Trail Street
96324,0.0,0.0,2021-12-14,2021-12-02,339000,0,0,2022-01-27,325000.0,CONV,A-1148-0001-0003-227,2,2,0,0,1,1,1,980,1974,,Year Round,356 S Hwy 143 #N-21 (N5)
96326,0.21,0.0,2022-02-04,2021-12-02,410000,0,0,2022-04-29,410000.0,FHA,B-1999-0002-0000,3,2,0,0,1,1,1,1400,2019,Paved,,207 N 2875 W
96331,0.6,60.0,2021-12-07,2021-12-03,390000,1133,0,2022-02-04,393000.0,FHA,A-0977-0022-0000,4,3,0,0,0,1,1,2179,2007,Paved,,4916 N Albert Drive
96332,0.5,0.0,2022-01-13,2021-12-03,444600,0,0,2022-02-25,440000.0,CONV,D-1209-000D-0001,3,2,0,0,0,1,1,1550,2021,Paved,Year Round,1180 S 4475 W
96334,0.36,100.0,2022-01-06,2021-12-02,629900,0,0,2022-02-07,640000.0,CONV,A-1144-0001-0002-05,2,3,0,0,1,2,1,2850,1984,Paved,Year Round,238 N Aoki Michi
96335,0.13,0.0,2021-12-08,2021-12-04,275000,0,500,2022-01-07,285000.0,CONV,B-1101-0004-0000,3,2,0,0,1,1,1,1099,1993,Paved,,561 S 225 W
96342,0.49,0.0,2022-02-17,2021-12-07,570000,0,0,2022-03-21,570000.0,CONV,D-1210-0014-00AM,3,3,0,0,0,1,1,2504,2022,Paved,,3967 N Monarch Drive
96346,0.27,0.0,2021-12-07,2021-12-06,415000,0,0,2022-01-28,415000.0,CONV,A-0883-0015-0000,4,2,0,0,0,1,1,1912,2022,Paved,,1072 E 4375 North Lot 15 Settlers Square Phs 2
96349,0.46,0.0,2022-02-19,2021-12-07,480000,0,0,2022-04-08,485000.0,CASH,A-0907-0013-0000,3,2,0,0,0,1,1,1800,2022,Paved,Year Round,4241 N Tomahawk (Lot 13) Drive
96354,0.0,0.0,2021-12-10,2021-12-07,325000,0,4000,2022-01-18,340000.0,CONV,A-1173-0006-0000,2,1,0,1,1,1,1,930,1981,Paved,,407 S Vasels (fka Brian Head Blvd) #6
96358,0.36,50.0,2022-03-11,2021-12-08,549000,1702,0,2022-04-01,540000.0,CONV,D-1210-0010-00AM,4,2,0,0,0,1,1,3404,2018,Paved,,3905 N Native Dancer Drive
96359,0.24,0.0,2022-01-22,2021-12-08,535000,0,0,2022-02-11,535000.0,CONV,B-1425-0012-0000,3,2,0,0,1,1,1,1951,2004,Paved,,774 S Ridge Road
96360,0.42,100.0,2021-12-14,2021-12-08,499000,1663,2000,2022-01-17,499000.0,CONV,A-0974-0001-0000,6,3,0,0,0,1,1,3327,2008,Paved,Year Round,4591 N Half Mile Road Road
96361,0.02,0.0,2022-03-22,2021-12-08,295000,0,0,2022-05-04,290000.0,CASH,B-1976-0023-0073,3,2,1,0,0,1,1,1346,2010,Paved,Year Round,1177 N Northfield #73 Road
96362,2.49,0.0,2022-01-19,2021-12-08,529999,0,0,2022-02-07,515000.0,CASH,D-0504-0001-0015-018,3,2,0,0,1,1,1,1882,2011,Unimproved,Year Round,2496 W 6000 N
96366,0.18,100.0,2022-01-18,2021-12-09,425000,1125,0,2022-02-18,426000.0,CONV,B-1013-0023-0000,5,3,0,0,0,1,1,2250,1961,Paved,,593 S Sunset Drive
96372,0.48,90.0,2022-01-15,2021-12-09,700000,1348,0,2022-02-28,620000.0,CONV,A-0917-0012-0000,6,3,1,0,1,2,1,4483,2005,Paved,Year Round,5169 N Hillcrest N Circle
96374,0.61,100.0,2021-12-13,2021-12-08,395000,688,0,2022-01-27,415000.0,CONV,B-0065-0077-0000,5,3,0,0,2,1,1,2360,1968,Paved,,470 E Parkway Drive
96375,0.18,0.0,2022-01-05,2021-12-10,350000,0,5000,2022-04-15,350000.0,FHA,B-1381-0001-0002,3,2,0,0,0,1,1,1387,1993,Paved,,410 W 1045 N
96376,0.24,0.0,2022-03-01,2021-12-13,480000,0,0,2022-06-01,480000.0,CONV,B-1842-0003-0000,3,2,0,0,0,1,1,1837,2022,Paved,,3351 Spring W
96377,0.19,0.0,2022-02-16,2021-12-13,565000,0,0,2022-06-08,550000.0,CONV,B-2016-0003-0000,3,3,0,0,0,1,1,2504,2022,Paved,,3341 Spring Circle W
96381,1.0,0.0,2022-01-21,2021-12-10,469900,0,0,2022-04-11,491304.0,CONV,E-0258-0003-0000,3,2,0,0,0,1,1,1600,2021,Paved,,5189 W 3400 S
96385,0.0,0.0,2021-12-16,2021-12-10,249900,0,0,2022-01-19,249900.0,CONV,A-1176-000B-0215,1,1,0,0,1,1,1,701,1986,Paved,,464 N Hwy 143 #B215
96386,0.53,0.0,2022-02-17,2021-12-11,345000,0,0,2022-03-24,345000.0,CONV,D-0527-0001-0002-08,3,2,0,0,1,1,1,1620,1996,Paved,Year Round,2735 W 5075 N
96387,0.0,0.0,2021-12-29,2021-12-11,274999,0,0,2022-01-25,270000.0,CONV,A-1178-0217-0000,1,1,0,0,1,1,1,846,1983,,Year Round,150 W Ridgeview Unit# 217 Street
96388,0.25,0.0,2021-12-20,2021-12-12,475000,0,0,2022-02-04,485000.0,CONV,B-1732-0005-0000,3,2,0,0,1,1,1,1862,2006,Paved,Year Round,2283 W Crestview Circle
96389,0.26,0.0,2021-12-10,2021-12-10,418000,0,0,2022-03-18,418000.0,CONV,A-0883-0027-0000,3,2,0,0,0,1,1,1779,2022,Paved,,1167 E Southern Homestead Lot 27 Settlers Square Phs 2 Boulevard
96400,0.26,0.0,2021-12-14,2021-12-13,440000,0,0,2022-04-06,440000.0,FHA,A-0883-0029-0000,4,2,1,0,0,1,1,2118,2022,Paved,,1131 E Southern Homestead Settlers Square Phs 2 Lot 29
96404,0.52,0.0,2022-01-31,2021-12-08,239900,0,0,2022-02-10,232000.0,CASH,A-0876-0000-000T-07,3,1,0,0,0,1,1,1408,1996,Paved,Year Round,4324 N Maple Lane
96405,0.02,100.0,2021-12-30,2021-12-14,226900,544,0,2022-02-04,228000.0,VA,B-1380-0027-0000,2,1,1,0,0,1,1,1088,1993,Paved,,99 N 1850 #27 W
96408,0.03,0.0,2021-12-17,2021-12-15,319900,0,0,2022-01-20,325000.0,CONV,B-1577-0004-0000,3,2,1,0,0,1,1,1623,2020,,Year Round,2089 N 350 #4 W
96415,0.03,0.0,2022-02-18,2021-12-15,310000,0,0,2022-03-31,315000.0,CONV,B-1958-0025-000H,3,2,1,0,0,1,1,1420,2021,Paved,Year Round,3074 N 175 E
96418,0.34,0.0,2022-01-10,2021-12-13,535000,0,0,2022-03-01,535000.0,CONV,D-1210-0006-0000,4,2,1,0,0,1,1,2484,2013,Paved,,3843 Native Dancer Drive
96421,0.0,0.0,2021-12-19,2021-12-16,335000,0,2000,2022-01-21,350000.0,CASH,A-1173-0068-0000,2,1,0,1,1,1,1,963,1981,,Year Round,407 S Vasels Rd #68 #68
96422,1.03,100.0,2021-12-20,2021-12-16,550000,1504,0,2022-02-11,570000.0,CONV,D-1190-000B-0002,6,4,0,0,1,1,1,4350,1995,Paved,Year Round,4304 W 575 N
96423,0.0,100.0,2022-01-20,2021-12-16,279900,514,0,2022-02-10,279900.0,CASH,B-1151-0001-0004-127,3,3,1,0,0,1,1,1542,1974,Paved,Year Round,923 S Three Fountains #153 Drive
96424,0.26,0.0,2021-12-16,2021-12-15,365000,0,0,2022-03-24,365272.0,CASH,A-0883-0028-0000,3,2,0,0,0,1,1,1546,2022,Paved,,1153 E Southern Homestead Blvd Lot 28 Settlers Square Phs 2
96425,0.27,100.0,2022-01-21,2021-12-16,785000,1708,0,2022-02-28,755000.0,CONV,B-1619-0014-0000,6,4,0,0,2,2,2,4533,2003,Paved,Year Round,614 S 400 E
96426,0.11,100.0,2022-02-07,2021-12-16,340000,968,0,2022-02-15,335000.0,CASH,B-1562-0005-0000,5,3,0,0,0,1,1,1936,1999,Paved,,219 E 820 S
96427,0.03,0.0,2022-01-07,2021-12-16,325000,0,0,2022-02-01,315000.0,CASH,B-1976-0019-0062,3,2,1,0,0,1,1,1848,2009,,Year Round,1177 N Northfield #62
96428,0.58,100.0,2022-01-17,2021-12-16,340000,900,0,2022-02-14,345000.0,CONV,A-0779-0036-0001,5,2,0,0,1,1,1,1800,1977,Paved,,4673 N Enoch Road
96429,0.36,100.0,2022-05-18,2021-12-16,699900,1865,0,2022-06-22,685000.0,CASH,A-2056-0013-0000,5,3,1,0,1,1,1,3730,2005,Paved,Year Round,320 S 1125 W
96430,0.88,100.0,2022-01-21,2021-12-16,397400,1008,4000,2022-03-04,390000.0,FHA,A-0878-0003-0008,5,3,0,0,1,1,1,3192,1977,Paved,Year Round,3650 N Driftwood Lane
96432,0.02,0.0,2021-12-20,2021-12-17,255000,0,0,2022-01-14,254700.0,CONV,B-1891-0007-0000,3,2,1,0,0,1,1,1365,2007,Paved,,370 W 1425 #7 N
96436,0.12,0.0,2021-12-24,2021-12-17,348500,0,6000,2022-01-31,354500.0,CONV,A-2060-0014-0000,3,2,0,0,0,1,1,1345,2018,Paved,,2269 W 450 S
96445,0.52,100.0,2022-02-21,2021-12-18,565000,1521,0,2022-04-04,565000.0,CONV,D-1209-000D-0014,5,3,0,0,1,1,1,3042,2016,Paved,,822 S 4475 W
96446,0.03,0.0,2021-12-31,2021-12-19,300000,0,6750,2022-02-09,307000.0,CONV,B-1958-0038-000F,3,2,1,0,0,1,1,1402,2020,Paved,Year Round,265 E 3100 N
96451,0.0,0.0,2021-12-22,2021-12-18,565000,0,0,2022-01-31,585000.0,CONV,A-1205-0009-000D,2,2,0,0,1,1,1,1759,2006,Paved,,270 S Hwy 143 #9D
96458,2.62,100.0,2022-05-31,2021-12-20,525000,1196,0,2022-07-18,525000.0,VA,E-0209-0001-0006-14,4,2,0,0,1,1,1,2392,1998,Paved,,1168 S 4700 W
96459,0.0,0.0,2021-12-22,2021-12-20,290000,0,0,2022-01-28,290000.0,CONV,A-1150-0002-0002-12,2,1,0,0,1,1,1,736,1970,Paved,,356 S Highway 143 #C4
96461,0.38,100.0,2022-01-03,2021-12-20,419000,1272,0,2022-02-07,409750.0,Other,B-1151-0004-0002-17,5,2,0,1,2,1,1,2544,1983,Paved,,1293 W 1020 S
96465,0.06,0.0,2022-01-21,2021-12-22,335000,0,0,2022-04-11,331250.0,CONV,B-1995-0003-0030,3,2,0,0,0,1,1,1550,2022,Paved,Year Round,1461 N 400 W
96466,0.06,0.0,2022-01-21,2021-12-22,335000,0,0,2022-04-11,331250.0,CONV,B-1995-0003-0031,3,2,0,0,0,1,1,1550,2022,Paved,,1459 N 400 W
