List Number,Sold Date,Sold Price,Basement SqFt,Year Built,Lot Acres,Total Bedrooms,Full Baths,Half Baths,Garage Type,Zoned,Subdivision,Parcel Number,Garage Capacity,Photo URL,Bsmt % Finish,Fireplaces2,Kitchens,Laundry,Concessions4,Road Condition,Accessability,Address,GLA,Adjusted SP
110322,5/12/2025,389000,0,2005,0.18,3,2,0,Attach,R3,Lamplight,B-1797-0030-0000,2,http://cdn.photos.sparkplatform.com/icb/20250310173605566519000000.jpg,0,1,1,1,0,Paved,,4149 W 200 N,1361,389000
110325,8/6/2025,399000,0,1994,2.03,3,2,0,Attach,R-1/2,Buena Vista,D-1190-000F-0006,4,http://cdn.photos.sparkplatform.com/icb/20250310185046107709000000.jpg,0,0,1,1,23500,Paved,Year Round,4433 W 500 N,1856,375500
110326,5/9/2025,360700,0,1996,0.16,3,2,0,Attach,R1,Cedar Meadows,B-1565-0019-0000,2,http://cdn.photos.sparkplatform.com/icb/20250310202232056776000000.jpg,0,1,1,1,0,Paved,Year Round,78 N 4000 W,1360,360700
110328,6/30/2025,427500,0,2021,0.08,3,2,0,Attach,Residential,Crestline,B-2009-003A-0009,2,http://cdn.photos.sparkplatform.com/icb/20250310202352222193000000.jpg,0,1,1,1,13894,Paved,Year Round,2352 W Portal Hill Road Unit #9,1457,413606
110330,9/19/2025,700000,0,2006,2.21,4,3,1,Attach,R,Northridge,D-1208-0050-0000,2,http://cdn.photos.sparkplatform.com/icb/20250417230104358225000000.jpg,0,1,1,1,0,,Year Round,1015 S Westview Dr,3024,700000
110334,7/21/2025,397900,0,2025,0.26,3,2,0,Attach,R1-11,Dairy Glen,A-1043-0024-0000,2,http://cdn.photos.sparkplatform.com/icb/20250310173004335156000000.jpg,0,0,1,1,0,Paved,Year Round,5088 N Sagewood Lane,1427,397900
110340,8/8/2025,519400,1946,2022,0.34,3,2,1,Attach,Residential,Old Sorrel Ranch,B-1857-0027-0046,3,http://cdn.photos.sparkplatform.com/icb/20250319215024974086000000.jpg,0,1,1,1,17000,Paved,,3563 W Foundation Trail,1866,502400
110343,6/2/2025,580000,0,2024,0.26,4,2,1,Attach,Res,Iron West,B-2020-0075-0000,4,http://cdn.photos.sparkplatform.com/icb/20250311201737599634000000.jpg,0,0,1,1,0,Paved,,4408 W 200 N,2400,580000
110346,4/25/2025,360000,0,1970,0.97,3,1,1,Carpor,Res 1 Acre,Monte Vista Acres,D-0938-0001-0011-04,2,http://cdn.photos.sparkplatform.com/icb/20250311193833657181000000.jpg,0,1,1,1,0,Paved,,3792 W 500 North,1497,360000
110349,4/7/2025,2370000,0,2022,40,8,7,1,Attach,Rural Ag 20,Hamilton Fort Rancho,E-0228-0001-0006,5,http://cdn.photos.sparkplatform.com/icb/20250310035721551105000000.jpg,0,1,1,3,0,Unimproved,Year Round,2702 S 6500 W,7897,2370000
110351,5/15/2025,470000,0,2021,0.3,3,2,0,Attach,R-1-11,Settlers Square,A-0883-0010-0000,3,http://cdn.photos.sparkplatform.com/icb/20250311213701898398000000.jpg,0,1,1,1,0,Paved,Year Round,4372 N Half Mile Road,1636,470000
110367,4/29/2025,412250,0,2025,0.17,3,2,0,Attach,Residential,Hawks Landing,A-0845-0011-0001,2,http://cdn.photos.sparkplatform.com/icb/20250312203648594592000000.jpg,0,0,1,1,0,Paved,Year Round,3985 N Hawks Landing Loop,1406,412250
110369,6/17/2025,509990,1939,2025,0.23,3,2,0,Attach,Residential,Old Sorrel Ranch,B-1857-0027-0083,3,http://cdn.photos.sparkplatform.com/icb/20250312234027360311000000.jpg,0,0,1,1,6000,Paved,Year Round,3624 W Bladen Lot 83 Street,1792,503990
110376,9/24/2025,675000,2256,2004,0.28,5,4,0,Attach,R-1,Hillcrest Phase 3,B-1716-0014-0000,2,http://cdn.photos.sparkplatform.com/icb/20250805183454469693000000.jpg,1,3,1,1,0,Paved,Year Round,605 S 2175 W,2291,675000
110377,5/20/2025,363000,0,2006,0.1,3,2,1,Attach,Residential,Trailside,B-1873-0004-0000,2,http://cdn.photos.sparkplatform.com/icb/20250312215502416879000000.jpg,0,1,1,1,0,Paved,Year Round,43 E 820 S,1781,363000
110379,5/7/2025,375000,0,1996,0.16,3,2,1,Attach,R-1,Cedar Meadows,B-1565-0023-0000,2,http://cdn.photos.sparkplatform.com/icb/20250313192051294926000000.jpg,0,1,1,1,10000,Paved,,38 N 4000 W,1598,365000
110388,5/15/2025,401550,0,2025,0.17,3,2,0,Attach,Residential,Hawks Landing,A-0845-0011-0008,2,http://cdn.photos.sparkplatform.com/icb/20250314005329954830000000.jpg,0,0,1,1,0,Paved,Year Round,3909 N Hawks Landing Loop,1432,401550
110400,5/12/2025,425000,865,1978,0.54,4,2,0,Attach,R1,Not Applicable,A-0779-0034-0001,2,http://cdn.photos.sparkplatform.com/icb/20250314171023497085000000.jpg,0.75,2,1,1,12500,Paved,,4644 N Pioneer Drive,908,412500
110403,6/4/2025,460000,0,2006,0.25,4,2,0,Attach,R-1,Equestrian Pointe,B-1813-0012-0000,3,http://cdn.photos.sparkplatform.com/icb/20250314150234141192000000.jpg,0,1,1,1,0,,Year Round,3876 W 1225 N,1887,460000
110405,4/24/2025,390000,0,2024,0.49,3,2,0,None,Residential,Garden Park Estates,A-0876-0000-000Q-12,0,http://cdn.photos.sparkplatform.com/icb/20250314201958189100000000.jpg,0,0,1,1,0,Paved,,4397 N Rose Circle E,1280,390000
110410,9/12/2025,319500,0,2014,0.03,3,2,1,Attach,R3,Cedar Crossing,B-1976-0026-0081,2,http://cdn.photos.sparkplatform.com/icb/20250314205209333587000000.jpg,0,0,1,1,0,Paved,,1177 N Northfield #81 Road,1566,319500
110415,7/7/2025,380000,0,2020,0.41,3,2,0,Attach,Res,Iron Mountain,A-0974-0142-0000,2,http://cdn.photos.sparkplatform.com/icb/20250424195201199899000000.jpg,0,1,1,1,8500,Paved,Year Round,4429 N Half Mile Road,1520,371500
110420,7/18/2025,375000,0,1975,0,4,3,0,None,R1,Chalet Village,A-1150-0003-0002-217,0,http://cdn.photos.sparkplatform.com/icb/20250317203836618734000000.jpg,1,2,1,1,500,Paved,,226 S Highway 143 J-3,1642,374500
110421,7/31/2025,535478,0,2025,0.47,3,2,1,Attach,R-2-1,Crescent Hills,B-2017-0054-0000,3,http://cdn.photos.sparkplatform.com/icb/20250731230356120673000000.jpg,0,1,1,1,0,Paved,,202 N Sterling Drive (Lot 54 Phs 4 Crescent Hills),1880,535478
110424,5/6/2025,595000,0,2020,0.5,3,2,1,Detach,Residential,Monarch Meadows,D-1210-0011-00AM,6,http://cdn.photos.sparkplatform.com/icb/20250411151349786389000000.jpg,1,0,1,1,0,Paved,,3913 N Native Dancer Drive,2150,595000
110429,4/24/2025,432000,468,1996,0.25,4,3,0,Attach,R-1,Fiddlers Canyon,B-1487-0004-0000,3,http://cdn.photos.sparkplatform.com/icb/20250317184152490974000000.jpg,1,1,1,1,11000,Paved,,2217 N Wedgewood Lane,1716,421000
110431,5/30/2025,365000,0,1959,0.16,4,2,0,Carpor,Residential,Kayenta,B-1120-0019-0000,1,http://cdn.photos.sparkplatform.com/icb/20250318160737821488000000.jpg,0,1,1,1,0,,Year Round,460 Kayenta Circle,1567,365000
110434,8/1/2025,845000,0,2022,1.21,4,2,0,Attach,Residential,4 B Ranch,B-1824-0017-0000,3,http://cdn.photos.sparkplatform.com/icb/20250318145730150915000000.jpg,0,1,1,1,14992,Paved,,4404 W 1725 S,2282,830008
110435,5/1/2025,315000,0,1987,5,3,2,0,Carpor,R-5,Hidden Valley Ranchos,D-0502-0001-0011,2,http://cdn.photos.sparkplatform.com/icb/20250318171048366902000000.jpg,0,1,1,1,0,Paved,,2350 W 5550 N,1080,315000
110436,4/9/2025,280000,816,1953,0.28,4,1,0,None,R-3-M,Not Applicable,B-0059-0006-0000,0,http://cdn.photos.sparkplatform.com/icb/20250318145648011035000000.jpg,0.5,0,1,1,0,Paved,Year Round,353 N 400 W,816,280000
110442,10/1/2025,560000,1882,2025,0.24,3,2,0,Attach,R2-2,Old Sorrel Ranch,B-1857-0027-0081,3,http://cdn.photos.sparkplatform.com/icb/20250613003922542819000000.jpg,0.3,1,1,1,0,Paved,,502 S Foundation Trail,1882,560000
110444,6/5/2025,340000,1050,1978,0.52,5,2,0,Attach,R-1,Spanish Trails,A-0878-0005-0006-01,1,http://cdn.photos.sparkplatform.com/icb/20250320222417378427000000.jpg,0.9,0,1,1,10000,Paved,,3969 Arabian Way,1050,330000
110445,5/5/2025,298800,0,2025,0.03,3,2,1,Attach,R3,Cedar Reserve,B-2047-0003-0000,2,http://cdn.photos.sparkplatform.com/icb/20250318231940600655000000.jpg,0,0,1,1,0,Paved,Year Round,3120 W 1625 #3 N,1650,298800
110449,5/20/2025,645600,0,2025,0.33,4,2,1,Attach,Res,Iron Crest,B-2028-0001-0000,3,http://cdn.photos.sparkplatform.com/icb/20250505211255001416000000.jpg,0,1,1,1,3000,Paved,Year Round,3881 W 925 N,2238,642600
110450,7/31/2025,264900,0,2008,0.02,3,2,1,Attach,R-3-M,Belle Monte PUD,B-1955-0011-000C,1,http://cdn.photos.sparkplatform.com/icb/20250508215534585336000000.jpg,0,1,1,1,11747,Paved,Year Round,1295 N North Cedar #11 N Boulevard,1578,253153
110456,6/26/2025,407500,0,2018,0.24,4,2,0,Attach,R-1,Hunter Glen,B-1868-0015-0000,2,http://cdn.photos.sparkplatform.com/icb/20250319171657799329000000.jpg,0,0,1,1,0,Paved,,3478 W 1850 N,1524,407500
110460,9/17/2025,550765,0,2025,0.51,3,2,0,Attach,Residential,Painted Desert,D-0535-0016-0000,3,http://cdn.photos.sparkplatform.com/icb/20250702200519982139000000.jpg,0,0,1,1,20000,Paved,Year Round,5166 N 2525 Lot 16 W,1782,530765
110462,5/13/2025,615000,1696,1998,0.33,5,3,0,Attach,R1,Legacy Park Sub,B-1424-0071-0000,2,http://cdn.photos.sparkplatform.com/icb/20250320054553529396000000.jpg,1,2,1,1,0,Paved,Year Round,2243 W Parkview Drive,1712,615000
110463,7/16/2025,885000,2242,2025,0.34,7,4,1,Attach,Residential,Saddleback Ridge,B-2012-0112-0000,3,http://cdn.photos.sparkplatform.com/icb/20250319191940637694000000.jpg,1,1,1,1,0,Paved,Year Round,2911 W Rock Ridge Rd.,2242,885000
110466,5/7/2025,650020,1894,2025,0.37,7,4,0,Attach,R-2-1,Black Sage,B-1877-0228-0000,3,http://cdn.photos.sparkplatform.com/icb/20250320163727537456000000.jpg,1,0,2,2,15000,Paved,Year Round,2688 W Black Sage Drive,1885,635020
110478,9/12/2025,219000,0,1995,0.28,3,2,0,None,R,Not Applicable,A-0474-0001-0002,0,http://cdn.photos.sparkplatform.com/icb/20250320183326650853000000.jpg,0,0,1,1,0,Paved,Year Round,570 W 300 S,1080,219000
110479,9/5/2025,295000,0,1999,1.36,3,2,0,None,R-1,Old Irontown,E-0843-0002-0001-053,0,http://cdn.photos.sparkplatform.com/icb/20250320222356700967000000.jpg,0,0,1,1,7000,,Year Round,4222 S 17475 W,1287,288000
110483,8/14/2025,322000,0,2025,0.03,3,2,1,Attach,R-3,Iron Hawk Townhomes,B-2053-0001-0000,2,http://cdn.photos.sparkplatform.com/icb/20250320205343099326000000.jpg,0,1,1,1,8500,Paved,,51 S 4375 #1 W,1716,313500
110484,8/7/2025,324900,0,2025,0.03,3,2,1,Attach,R-3,Iron Hawk Townhomes,B-2053-0002-0000,2,http://cdn.photos.sparkplatform.com/icb/20250320213314793435000000.jpg,0,1,1,1,0,Paved,,51 S 4375 #2 W,1716,324900
110485,10/20/2025,309566,0,2025,0.03,3,2,1,Attach,R-3,Iron Hawk Townhomes,B-2053-0003-0000,2,http://cdn.photos.sparkplatform.com/icb/20250903153620853308000000.jpg,0,1,1,1,0,Paved,,51 S 4375 #3 W,1716,309566
110486,10/20/2025,309566,0,2025,0.03,3,2,1,Attach,R-3,Iron Hawk Townhomes,B-2053-0004-0000,2,http://cdn.photos.sparkplatform.com/icb/20250903153317658721000000.jpg,0,1,1,1,0,Paved,,51 S 4375 #4 W,1716,309566
110499,4/18/2025,365000,0,2015,0.16,3,2,0,Attach,Residential,Gemini Meadows,B-1870-0149-0000,2,http://cdn.photos.sparkplatform.com/icb/20250321184400135112000000.jpg,0,1,1,1,0,Paved,,2592 N Clark Parkway,1384,365000
110507,5/20/2025,670000,2000,1992,0.42,4,4,0,Attach,R-1,Mesa Hills,B-1338-0001-0015,2,http://cdn.photos.sparkplatform.com/icb/20250321212302803018000000.jpg,1,1,1,1,0,Paved,Year Round,2146 W Sunset Pointe Drive,2100,670000
110515,4/15/2025,489000,0,2025,0.57,3,2,0,Attach,Res,Peak View,D-0565-0007-0000,3,http://cdn.photos.sparkplatform.com/icb/20250321210732656775000000.jpg,0,0,1,1,5000,Paved,Year Round,4398 N 2600 W,1571,484000
110516,4/24/2025,600365,1200,2025,0.23,4,2,1,Attach,R-2-1,Black Sage,B-1877-0201-0000,3,http://cdn.photos.sparkplatform.com/icb/20250322051136842412000000.jpg,0.2,0,1,1,0,Paved,Year Round,2683 W Black Sage Drive,2367,600365
110517,5/16/2025,530000,0,2017,0.3,4,2,1,Attach,R-1,Sunset Canyon Estate,B-1828-0006-0000,3,http://cdn.photos.sparkplatform.com/icb/20250321182159016143000000.jpg,0,1,1,1,7500,Paved,,104 S House Rock Drive,2100,522500
110524,5/6/2025,657500,504,2003,1.84,4,3,0,Attach,R-1,Cedar Highlands,D-1024-0002-0024,2,http://cdn.photos.sparkplatform.com/icb/20250324124655416061000000.jpg,1,1,1,1,0,,Year Round,2011 S High Cedar View Drive,1673,657500
110527,9/29/2025,310000,1028,1929,1,4,2,0,None,R,Spanish Trails,A-0877-0001-0015,0,http://cdn.photos.sparkplatform.com/icb/20250425184602323390000000.jpg,1,0,1,1,9000,Paved,,3885 N Driftwood Lane,1028,301000
110531,5/23/2025,315000,0,2017,0.08,3,2,1,Attach,R-2,Gemini Meadows,B-1870-0111-000S,2,http://cdn.photos.sparkplatform.com/icb/20250324184353695590000000.jpg,0,0,1,1,7000,Paved,Year Round,2709 N Clark Parkway,1577,308000
110561,9/5/2025,473500,0,2020,0.2,3,2,0,Attach,Residential,Hidden Hills,B-1975-0028-0000,3,http://cdn.photos.sparkplatform.com/icb/20250325232112139810000000.jpg,0,0,1,1,0,,Year Round,341 S 3425 W,1781,473500
110563,6/26/2025,382000,1095,1957,0.2,4,2,0,Carpor,R-2-2,Not Applicable,B-1124-0016-1124-112,1,http://cdn.photos.sparkplatform.com/icb/20250325143918026459000000.jpg,0.85,2,1,1,10000,Paved,,459 S 700 W,1095,372000
110566,5/22/2025,300000,250,1883,0.33,3,1,0,None,R1,Not Applicable,A-0283-0000-0000,0,http://cdn.photos.sparkplatform.com/icb/20250325223457942569000000.jpg,0,0,1,1,0,Paved,,11 S 400 W,1584,300000
110567,4/28/2025,340000,0,1974,0.51,5,3,0,None,R1,Enoch Gardens,A-0775-0006-0000,0,http://cdn.photos.sparkplatform.com/icb/20250325210849221023000000.jpg,1,1,1,1,5000,Paved,,4965 N Enoch Road,2532,335000
110568,7/11/2025,489900,0,2025,0.21,4,2,0,Attach,R-2-1,Magnolia Fields,B-2031-0031-0000,3,http://cdn.photos.sparkplatform.com/icb/20250326181732288908000000.jpg,0,1,1,1,0,,Year Round,3947 W Tatiana Street,1871,489900
110579,11/5/2025,609000,1793,2021,0.3,5,3,0,Attach,Residential,Monarch Meadows,D-1216-0006-0000,3,http://cdn.photos.sparkplatform.com/icb/20250326203446974879000000.jpg,1,0,1,1,8500,Paved,,3681 N 2275 W Native Dancer N,1793,600500
110588,7/28/2025,1285000,2432,2023,0.95,5,4,2,Attach,Residential,Legacy Estates,B-1729-0006-0000,3,http://cdn.photos.sparkplatform.com/icb/20250429205105096015000000.jpg,1,1,1,1,0,Paved,,617 S Cove #6 Drive,2594,1285000
110597,10/15/2025,581576,1640,2025,0.26,3,2,0,Attach,R-1-11,Settlers Square,A-0990-0044-0000,3,http://cdn.photos.sparkplatform.com/icb/20251015235744937874000000.jpg,0.1,1,1,1,0,Paved,,1094 E 4240 (Lot 44 Phs 4 Settlers Square) N,1818,581576
110598,5/30/2025,411300,0,2025,0.17,3,2,0,Attach,Residential,Hawks Landing,A-0845-0011-0006,2,http://cdn.photos.sparkplatform.com/icb/20250327211245531657000000.jpg,0,0,1,1,0,Paved,Year Round,3927 N Hawks Landing Loop,1432,411300
110599,8/15/2025,459900,0,2023,0.28,3,2,0,Attach,R-1-11,Settlers Square,A-0990-0019-0000,2.5,http://cdn.photos.sparkplatform.com/icb/20250515141311257648000000.jpg,0,1,1,1,0,Paved,,1092 E 4290 N,1743,459900
110600,7/30/2025,450000,0,2013,1.02,3,3,0,Detach,Res,Rainbow Ranchos,E-0258-0061-0000,3,http://cdn.photos.sparkplatform.com/icb/20250325204254942150000000.jpg,0,0,1,1,6000,Paved,,3371 S 5300 W,2199,444000
110611,8/22/2025,419900,0,2025,0.12,3,2,0,Attach,R2-2,Ekko View Estates,B-2046-003S-0000,2,http://cdn.photos.sparkplatform.com/icb/20250328194852267294000000.jpg,0.3,0,1,1,0,Paved,Year Round,1843 N Bald Eagle,1758,419900
110614,8/29/2025,525000,768,1976,0.9,5,3,0,Attach,R1,Not Applicable,D-0688-0001-0001-03,2,http://cdn.photos.sparkplatform.com/icb/20250516202434967079000000.jpg,0.5,3,1,1,0,Paved,Year Round,2666 N 400 W,1536,525000
110632,6/2/2025,599900,0,2022,0.32,5,3,0,Attach,R-1,The Valley at South Mtn,B-2016-0019-0000,3,http://cdn.photos.sparkplatform.com/icb/20250329162132913403000000.jpg,0,1,1,1,0,Paved,Year Round,3308 W Sun West W Circle,2681,599900
110644,5/23/2025,440000,0,2025,0.26,3,2,0,Attach,R1-11,Dairy Glen,A-1043-0025-0000,2,http://cdn.photos.sparkplatform.com/icb/20250331164312986900000000.jpg,0,0,1,1,7500,Paved,,5076 N Sagewood Lane,1804,432500
110647,9/3/2025,501251,0,2025,0.26,4,2,0,Attach,R-1-11,Settlers Square,A-0990-0047-0000,3,http://cdn.photos.sparkplatform.com/icb/20250903222441391342000000.jpg,0,1,1,1,0,Paved,Year Round,1052 E 4240 (Lot 47 Phs 4 Settlers Square) N,1994,501251
110658,11/3/2025,345000,0,2018,0.12,3,2,0,Attach,Res,Eagle Rock,A-2060-0012-0000,2,http://cdn.photos.sparkplatform.com/icb/20250330205801647498000000.jpg,0,0,1,1,0,,Year Round,2285 W 450 S,1352,345000
110661,8/6/2025,395000,0,2022,40,3,2,0,Attach,Ag-20,Not Applicable,E-1049-0007-0000,2,http://cdn.photos.sparkplatform.com/icb/20250401153209811024000000.jpg,0,0,1,1,0,,Year Round,1287 E 2600 N,1371,395000
110662,8/19/2025,840000,1758,2002,1.41,4,3,0,Attach,Res,Cedar Highlands,D-1024-0002-0013,3,http://cdn.photos.sparkplatform.com/icb/20250401155012398442000000.jpg,1,1,2,1,10000,,Year Round,1931 S High Cedar View Drive,1758,830000
110664,6/3/2025,475000,0,1996,2.5,3,2,0,Detach,R,Meadows Ranch,E-0209-0001-0002-02,2,http://cdn.photos.sparkplatform.com/icb/20250401184434313743000000.jpg,0,1,1,1,0,,Year Round,1465 S 5300 W,1248,475000
110667,4/1/2025,268900,0,1995,5,2,2,0,Carpor,Residential,Not Applicable,E-1610-0020-0000,0,http://cdn.photos.sparkplatform.com/icb/20250401195308213571000000.jpg,0,0,1,1,10000,Paved,Year Round,4670 W 2500 N,900,258900
110680,11/21/2025,580000,0,2004,1.12,3,3,0,Attach,R-1 Acre,Bridle Path West,E-0171-0002-0031,2,http://cdn.photos.sparkplatform.com/icb/20250401161032930028000000.jpg,0,1,1,1,23200,Paved,,6832 W 1500 N,2614,556800
110681,6/3/2025,272500,0,2020,0.03,3,2,1,Attach,R3,Cedar Bend,B-1958-0029-000H,2,http://cdn.photos.sparkplatform.com/icb/20250402160733844201000000.jpg,0,0,1,1,0,Paved,Year Round,3073 N 225 E,1421,272500
110685,6/25/2025,340000,0,1991,4.68,1,1,1,Detach,R-5,Red Canyon,C-1106-0006-0019,2,http://cdn.photos.sparkplatform.com/icb/20250401195649498349000000.jpg,0,2,1,1,1000,Unimproved,,2416 W Spring Canyon Road,1700,339000
110686,10/21/2025,1000000,638,1998,0.2,5,4,0,Attach,Residential,Woodbridge,A-1151-0001-0004,2,http://cdn.photos.sparkplatform.com/icb/20250709044052368464000000.jpg,1,2,1,1,20000,Paved,,338 W Ridge View,3289,980000
110689,7/18/2025,880000,0,2025,0.89,5,3,1,Attach,Residential,4 B Ranch,B-2044-0010-0000,4,http://cdn.photos.sparkplatform.com/icb/20250516211531948767000000.jpg,0,1,1,1,15000,Paved,,4416 W 1900 S,4126,865000
110696,5/8/2025,375000,0,1996,0.5,3,2,0,Attach,R-1,Mid Valley Acres,D-0518-0043-0006,2,http://cdn.photos.sparkplatform.com/icb/20250402214850147506000000.jpg,0,0,1,1,12000,Paved,,5113 N 2900 W,1158,363000
110701,6/18/2025,450000,680,1939,0.34,4,2,0,Detach,R2,Not Applicable,B-0244-0245-0000,1,http://cdn.photos.sparkplatform.com/icb/20250403174529000546000000.jpg,1,2,1,1,0,Paved,Year Round,249 S 200 W,1357,450000
110702,6/26/2025,304990,632,2025,0.03,3,2,1,Attach,Residential,Old Sorrel Ranch,B-1857-1153-0000,2,http://cdn.photos.sparkplatform.com/icb/20250403184358963893000000.jpg,0.8,0,1,1,0,Paved,Year Round,2967 W Lewis Loop 1153,1573,304990
110710,5/20/2025,320000,0,2023,0.04,3,2,1,Attach,Residential,Townhomes at Cross Hollow,B-2018-0022-0000,2,http://cdn.photos.sparkplatform.com/icb/20250404173350801266000000.jpg,0,1,1,1,10000,Paved,Year Round,2875 W Cody #22,1810,310000
110719,6/12/2025,820000,2267,2023,0.37,4,2,1,Attach,Residential,Saddleback Ridge,B-2012-0419-0000,2,http://cdn.photos.sparkplatform.com/icb/20250403195340474702000000.jpg,0,0,1,1,0,,Year Round,2866 W Rock Ridge Road,2267,820000
110720,5/30/2025,365000,611,1959,0.3,3,2,0,Detach,R-3-M,Not Applicable,B-0059-0009-0000,2,http://cdn.photos.sparkplatform.com/icb/20250405010253267152000000.jpg,0.75,1,1,1,0,Paved,Year Round,332 N 500 W,1189,365000
110726,5/30/2025,278000,0,2018,0.03,3,2,1,Attach,R,The Fields Townhomes,B-1180-000B-0003,1,http://cdn.photos.sparkplatform.com/icb/20250405133501416645000000.jpg,0,0,1,1,5000,Paved,,474 W 1425 #b3 N,1499,273000
110731,7/11/2025,360000,0,1997,1.25,3,2,0,Attach,Residential,Village Green,A-0916-0005-0005,2,http://cdn.photos.sparkplatform.com/icb/20250406192033457452000000.jpg,0,0,1,1,10000,Paved,,2640 E Village Green Road,1617,350000
110741,5/29/2025,499150,0,2025,0.57,3,2,0,Attach,Res,Peak View,d-0565-0009-0000,3,http://cdn.photos.sparkplatform.com/icb/20250405211045394950000000.jpg,0,0,1,1,0,Paved,,4446 N 2600 W,1550,499150
110754,5/27/2025,365000,1056,1978,0.54,5,2,0,Carpor,R,Homestead,A-0779-0024-0001,2,http://cdn.photos.sparkplatform.com/icb/20250407220448305936000000.jpg,1,0,1,1,700,Paved,Year Round,4646 N Mule Train Drive,1046,364300
110757,8/22/2025,246000,0,1996,0.29,3,2,0,None,R,Highland Park,B-0065-0106-0000,0,http://cdn.photos.sparkplatform.com/icb/20250407225814422152000000.jpg,0,0,1,1,4300,Paved,Year Round,325 N Bulloch Place,1180,241700
110760,6/26/2025,463950,0,2018,0.18,3,2,0,Attach,R-1,The Villas at Sunset,B-1991-0003-0000,2,http://cdn.photos.sparkplatform.com/icb/20250408010033814496000000.jpg,0,0,1,1,13919,Paved,Year Round,292 S 2875 W,2075,450031
110761,6/27/2025,656000,0,2025,0.45,4,2,1,Attach,Residential,Saddleback Ridge,B-2012-0108-0000,3,http://cdn.photos.sparkplatform.com/icb/20250407215433179798000000.jpg,0,0,1,1,11000,Paved,Year Round,2922 W Rock Ridge Road,2116,645000
110769,7/2/2025,388000,0,2021,0.14,4,2,0,Attach,Residential,Cedar Pine,B-1939-019A-00AM,2,http://cdn.photos.sparkplatform.com/icb/20250408174641938605000000.jpg,0,0,1,1,0,Paved,Year Round,214 W Mountain View Drive,1464,388000
110771,5/16/2025,462500,1253,2004,1,3,3,0,Attach,R-1,Spanish Trails,A-0877-0001-0008,2,http://cdn.photos.sparkplatform.com/icb/20250408211447876577000000.jpg,1,0,1,1,0,Paved,,3755 N Driftwood Lane,1253,462500
110793,9/2/2025,340000,0,1952,0.18,2,1,0,Carpor,R2-2,Not Applicable,B-0110-0001-0000,1,http://cdn.photos.sparkplatform.com/icb/20250409173428928461000000.jpg,0,0,1,1,0,Paved,Year Round,114 N 700 W,1128,340000
110806,8/18/2025,309990,632,2025,0.03,3,2,1,Attach,Residential,Old Sorrel Ranch,B-1857-1152-0000,2,http://cdn.photos.sparkplatform.com/icb/20250410004837194984000000.jpg,0.8,0,1,1,0,Paved,Year Round,2971 W Lewis Loop #1152,1573,309990
110812,6/24/2025,440000,1226,1995,0.29,5,3,1,Attach,R-1,Fiddlers Canyon,B-1395-0001-0006,2,http://cdn.photos.sparkplatform.com/icb/20250410155924123397000000.jpg,1,2,1,1,0,Paved,Year Round,2103 N Hawthorne Lane,1729,440000
110819,6/6/2025,475000,1512,1985,0.28,5,3,0,Attach,R-3-M,Three Fountains,B-1151-0001-0004-335,2,http://cdn.photos.sparkplatform.com/icb/20250409233734371405000000.jpg,1,1,2,2,10000,Paved,Year Round,1033 W 800 S,1520,465000
110831,6/26/2025,372000,0,2006,0.12,3,2,1,Attach,R1,Cedar Mountain Villa,B-1832-0037-0000,2,http://cdn.photos.sparkplatform.com/icb/20250411013350121915000000.jpg,0,0,1,1,0,Paved,Year Round,1312 W 1650 S,1690,372000
110836,7/2/2025,450000,1505,2006,0.42,3,2,0,Attach,Aiz,Saddleback View,A-0941-0040-0000,2,http://cdn.photos.sparkplatform.com/icb/20250411155718245936000000.jpg,0.25,0,1,1,3000,Paved,Year Round,5011 N Horseshoe Drive,1527,447000
110842,5/16/2025,314000,0,1999,0.46,3,2,0,None,R,Garden Park Estates,A-0876-0000-000P-14,0,http://cdn.photos.sparkplatform.com/icb/20250411153507078752000000.jpg,0,0,1,1,13000,Paved,,4267 N Maple Circle,1296,301000
110852,6/30/2025,350000,0,1982,0.44,4,2,0,Detach,Residential,Mid Valley Estates,D-0527-0001-0002-021,2,http://cdn.photos.sparkplatform.com/icb/20250411170009455335000000.jpg,0,0,2,1,7200,Paved,Year Round,4940 N 2800 W,1128,342800
110866,5/22/2025,310000,0,1996,0.06,3,2,0,Attach,R-3-M,Black Rock,B-1566-0015-0000,2,http://cdn.photos.sparkplatform.com/icb/20250414195341460266000000.jpg,1,0,1,1,0,Paved,Year Round,365 N Beacon,1362,310000
110868,5/23/2025,442982,0,2023,0.29,4,2,0,Attach,R1-11,Dairy Glen,A-1038-0029-0000,2,http://cdn.photos.sparkplatform.com/icb/20250414224137896760000000.jpg,0,0,1,1,13482,Paved,Year Round,4996 N Bald Eagle Drive,1604,429500
110869,4/14/2025,407500,0,2024,0.26,3,2,0,Attach,Res,Valley Gate Estates,A-0798-0001-0000,2,http://cdn.photos.sparkplatform.com/icb/20250414225851047097000000.jpg,0,0,1,1,0,Paved,,992 E Winchester Drive,1758,407500
110875,8/21/2025,270000,0,1999,0.13,3,2,0,Attach,R,Meadowdale,B-1612-0006-0000,2,http://cdn.photos.sparkplatform.com/icb/20250414204515641892000000.jpg,0,0,1,1,0,,Year Round,683 W 1275 N,1304,270000
