List Number,Sold Date,Sold Price,Basement SqFt,Year Built,Lot Acres,Total Bedrooms,Full Baths,Half Baths,Garage Type,Zoned,Subdivision,Parcel Number,Garage Capacity,Photo URL,Bsmt % Finish,Fireplaces2,Kitchens,Laundry,Concessions4,Road Condition,Accessability,Address,GLA,Adjusted SP
109177,2/14/2025,600000,1858,2007,0.28,6,4,0,Attach,Residential,Sunset Canyon Estate,B-1858-0025-0000,3,http://cdn.photos.sparkplatform.com/icb/20241119045137336291000000.jpg,1,0,2,1,6000,Paved,Year Round,2762 W 375 S S,1858,594000
107882,2/14/2025,290000,0,2019,0.04,3,2,1,Attach,R-3-M,Stone Gate,B-1898-0066-0000,2,http://cdn.photos.sparkplatform.com/icb/20240731174141705505000000.jpg,0,0,1,1,650,Paved,Year Round,175 E Fiddlers Canyon #66,1538,289350
107897,4/11/2025,292000,0,2024,0.02,3,2,1,Attach,R3,Arbor Park Townhomes,B-2013-0049-0000,2,http://cdn.photos.sparkplatform.com/icb/20240801210319620986000000.jpg,0,0,1,1,0,Paved,Year Round,498 W 1225 49 N,1500,292000
107902,7/7/2025,410000,268,2008,0.04,2,2,0,Attach,Res,White Bear Condos,A-1200-0BA3-0000,2,http://cdn.photos.sparkplatform.com/icb/20240801222533731070000000.jpg,1,2,1,1,0,,Year Round,74 W Ridge View #B7,900,410000
107905,1/28/2025,398880,0,2024,0.14,3,2,0,Attach,Residential,Rose Village,B-2029-0023-000E,2,http://cdn.photos.sparkplatform.com/icb/20240802154535251721000000.jpg,0,0,1,1,0,Paved,Year Round,379 W Rosie Lot 23E Loop,1448,398880
107909,8/20/2025,267500,0,1973,0,2,2,0,None,Res,Aspens Condos,A-1150-0002-0001-113,0,http://cdn.photos.sparkplatform.com/icb/20240802190650833050000000.jpg,0,1,1,1,0,Paved,,312 S HWY 143 143 #7a,842,267500
107933,3/3/2025,345000,300,2003,0.69,3,3,0,None,Residential,Old Irontown,E-0843-0002-0001-021,0,http://cdn.photos.sparkplatform.com/icb/20240805204812032416000000.jpg,1,2,1,1,0,,Year Round,4040 S 17550 W,1400,345000
107972,2/21/2025,270000,0,2024,0.02,2,2,1,Attach,R3,Arbor Park Townhomes,B-2013-0046-0000,2,http://cdn.photos.sparkplatform.com/icb/20240808162705214626000000.jpg,0,0,1,1,0,Paved,Year Round,498 W 1225 46 N,1388,270000
107973,1/3/2025,270000,0,2024,0.02,2,2,1,Attach,R3,Arbor Park Townhomes,B-2013-0048-0000,2,http://cdn.photos.sparkplatform.com/icb/20240808163714424226000000.jpg,0,0,1,1,0,Paved,Year Round,498 W 1225 48 N,1388,270000
107996,1/8/2025,417500,0,2024,0.13,3,2,0,Attach,R2-2,Ekko View Estates,B-0777-0078-0080,2,http://cdn.photos.sparkplatform.com/icb/20240809203820563682000000.jpg,0,0,1,1,0,Paved,Year Round,3087 W Ekko View Loop,1743,417500
108003,6/18/2025,595000,1823,2024,0.33,3,2,0,Attach,R1,Iron Crest,B-2028-0006-0000,3,http://cdn.photos.sparkplatform.com/icb/20250205195824049990000000.jpg,0,1,1,1,0,Paved,,3852 W 925 N,1823,595000
108004,9/16/2025,597500,1830,2024,0.33,3,2,1,Attach,R,Iron Crest,B-2028-0007-0000,3,http://cdn.photos.sparkplatform.com/icb/20250305173652155205000000.jpg,0,1,1,1,0,Paved,Year Round,3837 W 925 N,1830,597500
108027,3/17/2025,385000,1014,1994,0.5,4,2,0,Attach,Aiz,Western Homestead,A-0840-0002-0004,1,http://cdn.photos.sparkplatform.com/icb/20240925160257929453000000.jpg,1,0,1,1,0,Paved,Year Round,4562 N Old Scout Trail,1014,385000
108081,1/17/2025,278000,0,2020,0.02,3,2,1,Attach,Mu,Cedar Edge,B-1386-0047-0000,2,http://cdn.photos.sparkplatform.com/icb/20240816173806589872000000.jpg,0,0,1,1,0,Paved,Year Round,1560 S Topaz #C #c;;;1560 1450 #c,1620,278000
108093,3/26/2025,328000,1050,1979,0.17,5,2,0,Carpor,R-2-2,Desert Pines,B-1195-0001-0003,2,http://cdn.photos.sparkplatform.com/icb/20240821150233769987000000.jpg,1,1,1,1,6000,Paved,Year Round,1067 Desert Pines Drive,1050,322000
108113,1/29/2025,388250,0,2024,0.14,3,2,0,Attach,Residential,Rose Village,B-2029-0023-000W,2,http://cdn.photos.sparkplatform.com/icb/20240821231346035598000000.jpg,0,0,1,2,0,Paved,Year Round,387 W Rosie Lot 23W Loop,1448,388250
108130,1/10/2025,525000,0,1994,1.25,4,2,1,Attach,R,Spring Creek,D-1188-000B-0006,1,http://cdn.photos.sparkplatform.com/icb/20240820151701342875000000.jpg,0,1,1,1,0,Paved,Year Round,1454 S 4200 W,2245,525000
108138,7/30/2025,805000,1925,2014,3,4,3,0,Detach,Residential,Not Applicable,A-0507-0006-0000,4,http://cdn.photos.sparkplatform.com/icb/20240823162012485415000000.jpg,1,2,1,1,0,Paved,Year Round,850 S 750 W,1925,805000
108140,1/29/2025,360000,0,1981,0,2,2,0,Attach,Res,Giant Steps Condo,A-1173-0002-0000,1,http://cdn.photos.sparkplatform.com/icb/20240823000608099194000000.jpg,0,1,1,1,0,Paved,Year Round,407 S Vasels # 2 Road,930,360000
112766,11/6/2025,339500,0,2006,0.12,3,2,1,Attach,R-2-2,Southern View,B-1832-0031-0001,2,http://cdn.photos.sparkplatform.com/icb/20250823015450436081000000.jpg,0,0,1,1,11000,Paved,,1329 W 1600 S,1690,328500
108217,1/17/2025,415000,0,2024,0.28,3,2,1,Attach,R1,Valley Gate Estates,A-0798-0010-0000,3,http://cdn.photos.sparkplatform.com/icb/20250114033053844812000000.jpg,0,0,1,1,0,Paved,Year Round,866 E Winchester lot 10 Drive,1631,415000
108218,8/29/2025,450000,0,2024,0.28,4,2,1,Attach,R1,Valley Gate Estates,A-0798-0012-0000,3,http://cdn.photos.sparkplatform.com/icb/20250320181236751656000000.jpg,0,0,1,1,0,Paved,Year Round,4892 N Springfield lot 12 Circle,2264,450000
108219,10/31/2025,445900,0,2024,0.28,3,2,0,Attach,R1,Valley Gate Estates,A-0798-0013-00AM,3,http://cdn.photos.sparkplatform.com/icb/20250821164336230018000000.jpg,0,0,1,1,0,Paved,Year Round,4886 N Springfield lot 13 Circle,1811,445900
108220,11/13/2025,435000,0,2024,0.37,4,2,1,Attach,R1,Valley Gate Estates,A-0798-0015-0000,3,http://cdn.photos.sparkplatform.com/icb/20250908144918450970000000.jpg,0,0,1,1,0,Paved,Year Round,4889 N Springfield lot 15 Circle,2264,435000
108221,3/19/2025,465000,0,2024,0.28,3,2,0,Attach,R1,Valley Gate Estates,A-0798-0016-0000,3,http://cdn.photos.sparkplatform.com/icb/20250114024754773692000000.jpg,0,0,1,1,0,Paved,Year Round,4891 N Springfield lot 16 Circle,1811,465000
108228,2/21/2025,387900,0,2024,0.1,4,2,1,Attach,R-2-2,Magnolia Fields,B-2031-0005-000S,2,http://cdn.photos.sparkplatform.com/icb/20240830155514372956000000.jpg,0,1,1,1,0,,Year Round,1061 N Fern Street,1806,387900
108229,4/25/2025,386000,0,2024,0.1,4,2,1,Attach,R-2-2,Magnolia Fields,B-2031-0005-000N,2,http://cdn.photos.sparkplatform.com/icb/20240830160506615656000000.jpg,0,1,1,1,6000,,Year Round,1065 N Fern Street,1806,380000
108256,3/14/2025,449900,0,2005,0.41,3,2,0,Attach,R-1,Three Peak,A-0938-0024-0000,4,http://cdn.photos.sparkplatform.com/icb/20240903171820261915000000.jpg,0,0,1,1,10000,Paved,Year Round,4795 N Halterman,1450,439900
108318,5/14/2025,465000,0,2024,0.26,4,2,0,Attach,R-1,Valley Gate Estates,A-0798-0008-0000,2,http://cdn.photos.sparkplatform.com/icb/20250403003920683936000000.jpg,0,0,1,1,12000,Paved,Year Round,888 E Winchester Drive,2169,453000
108325,3/31/2025,400000,0,2019,6.02,1,1,0,None,R,Not Applicable,D-0503-0007-0000,0,http://cdn.photos.sparkplatform.com/icb/20240907023201062644000000.jpg,0,1,1,1,0,Unimproved,Year Round,2558 W 6200 N,770,400000
108336,2/11/2025,459000,0,2024,0.24,4,2,0,Attach,R-1,Old Sorrel Ranch,B-1857-0027-0089,3,http://cdn.photos.sparkplatform.com/icb/20241003133420985644000000.jpg,0,0,1,1,0,Paved,Year Round,492 S Cedar Creek Drive,1758,459000
108339,3/3/2025,489000,1077,1992,0.54,6,4,0,Attach,Res,Fiddlers Canyon,B-1340-0004-0014,3,http://cdn.photos.sparkplatform.com/icb/20240909204935556991000000.jpg,1,1,1,1,0,Paved,,826 E Cottontail Circle,2204,489000
108343,3/5/2025,225000,0,1985,0,3,2,0,Detach,R3,Parowan Canyon Condo,A-0052-0020-0000,1,http://cdn.photos.sparkplatform.com/icb/20240909225259197112000000.jpg,0,1,1,1,0,Paved,,170 S 300 East #F1,1274,225000
108353,7/15/2025,299900,0,2002,0.14,3,2,0,Attach,Residential,Meadowdale,B-1711-0008-0000,2,http://cdn.photos.sparkplatform.com/icb/20240910204523828920000000.jpg,0,0,1,1,10086,,Year Round,637 W 1300 N,1218,289814
108356,1/21/2025,145000,0,2023,0,3,2,0,Carpor,R3,Canyon Vw Mfg Hm Prk,0,2,http://cdn.photos.sparkplatform.com/icb/20241101183829145342000000.jpg,0,0,1,1,0,Paved,,780 W 1125 #20 N,1200,145000
108371,2/5/2025,360000,405,2024,0.02,3,3,1,Attach,R3-M,Fiddlers Cove PUD,B-2041-0005-000A,2,http://cdn.photos.sparkplatform.com/icb/20240926162618061786000000.jpg,1,0,1,1,0,Paved,Year Round,665 E 2015 #5A N,1867,360000
108376,4/22/2025,228500,0,2007,0.1,2,1,0,None,R-1,Cedar Willows,B-1893-0007-0000,0,http://cdn.photos.sparkplatform.com/icb/20240912025329966425000000.jpg,0,0,1,1,0,Paved,,1882 N 1600 Access N Road,768,228500
108379,1/24/2025,250000,0,2008,0.02,3,2,1,Carpor,R3,Cedar Park,B-1917-0056-0000,1,http://cdn.photos.sparkplatform.com/icb/20240913031353895280000000.jpg,0,0,1,1,0,Paved,,340 W 1425 #57 N,1335,250000
108396,3/27/2025,750000,1683,2012,3.8,3,3,0,Attach,R-1,Cross Hollow Hills,D-1139-0010-0085,3,http://cdn.photos.sparkplatform.com/icb/20240912151650802021000000.jpg,1,1,1,1,0,Paved,,1222 S Panorama Drive,1683,750000
108401,1/24/2025,300000,0,2024,0.02,3,2,1,Attach,Residential,Cedar Breaks Townhomes,B-2043-0002-0000,2,http://cdn.photos.sparkplatform.com/icb/20240914024833809881000000.jpg,0,0,1,1,0,Paved,Year Round,535 W 2530 Unit 2 N,1518,300000
108402,7/31/2025,307500,0,2024,0.02,3,2,1,Attach,Residential,Cedar Breaks Townhomes,B-2043-0003-0000,2,http://cdn.photos.sparkplatform.com/icb/20240914025908542181000000.jpg,0,0,1,1,0,Paved,Year Round,535 W 2530 Unit 3 N,1518,307500
108403,7/31/2025,301000,0,2024,0.02,3,2,1,Attach,Residential,Cedar Breaks Townhomes,B-2043-0004-0000,2,http://cdn.photos.sparkplatform.com/icb/20240914030505316572000000.jpg,0,0,1,1,0,Paved,Year Round,535 W 2530 Unit 4 N,1518,301000
108404,1/8/2025,303000,0,2024,0.02,3,2,1,Attach,Residential,Cedar Breaks Townhomes,B-2043-0005-0000,2,http://cdn.photos.sparkplatform.com/icb/20240914031302775546000000.jpg,0,0,1,1,0,Paved,Year Round,535 W 2530 Unit 5 N,1518,303000
108406,2/11/2025,260000,0,2024,0.01,3,1,1,None,R-3-M,Cedar Breaks Townhomes,B-2043-0012-0000,0,http://cdn.photos.sparkplatform.com/icb/20240914032939512173000000.jpg,0,0,1,1,0,Paved,Year Round,535 W 2530 Unit 12 N,1270,260000
108425,5/5/2025,884000,0,2003,2.23,4,2,0,Attach,Residential,Cross Hollow Hills,D-1139-0005-0015,2,http://cdn.photos.sparkplatform.com/icb/20240910191129381187000000.jpg,0,1,1,1,0,Paved,Year Round,3996 W 1950 S,2264,884000
108433,3/26/2025,575000,1260,1993,0.5,7,4,1,Attach,R-1,Western Homestead,A-0840-0002-0008,3,http://cdn.photos.sparkplatform.com/icb/20240916211911505490000000.jpg,1,1,1,1,10000,Paved,,4498 N Old Scout Trail,2628,565000
108445,2/25/2025,702800,1650,2020,1.1,6,3,0,Attach,R1,Bridle Path West,E-0171-0002-0011,3,http://cdn.photos.sparkplatform.com/icb/20240917184433599131000000.jpg,1,1,1,1,0,Paved,Year Round,6722 W 1300 N,1650,702800
108491,1/10/2025,465000,1441,1999,0.24,5,3,0,Attach,Residential,Fiddlers Canyon,B-1340-0003-0005,2,http://cdn.photos.sparkplatform.com/icb/20240923174119820260000000.jpg,0.95,1,1,1,0,Paved,Year Round,2178 N Cottontail Drive,1461,465000
108493,3/12/2025,290000,0,1989,0.2,3,2,0,Carpor,R,Cedar City,B-0359-0001-0000,1,http://cdn.photos.sparkplatform.com/icb/20240923182314823117000000.jpg,0,0,1,1,9000,Paved,Year Round,317 E 400 S,1600,281000
108494,4/3/2025,600000,0,2022,0.49,4,2,1,Attach,Residential,Sunrise Meadows,D-1212-0004-0000,3,http://cdn.photos.sparkplatform.com/icb/20240923174845839857000000.jpg,0,1,1,1,0,Paved,Year Round,2402 W 4390 N,2143,600000
108500,1/3/2025,319900,0,2024,0.03,3,2,1,Attach,Mu,Townhomes at Cross Hollow,B-2018-0041-0000,2,http://cdn.photos.sparkplatform.com/icb/20240923181845907493000000.jpg,0,0,1,1,0,Paved,Year Round,2875 W Cody #41 Drive,1776,319900
108501,1/3/2025,318900,0,2023,0.03,3,2,1,Attach,Mu,Townhomes at Cross Hollow,B-2018-0042-0000,2,http://cdn.photos.sparkplatform.com/icb/20240923211335552179000000.jpg,0,1,1,1,10000,Paved,Year Round,2875 W Cody #42 Road,1776,308900
108520,1/9/2025,400000,1288,1978,0.23,4,3,0,Attach,R-1,Heritage Park,B-0003-0005-0015-422,4,http://cdn.photos.sparkplatform.com/icb/20240925202645941151000000.jpg,0.95,1,1,1,12000,Paved,Year Round,935 N 400 W,1288,388000
108539,4/9/2025,457000,1497,2002,0.16,4,3,0,Attach,R,Northfield,B-1615-0027-0000,2,http://cdn.photos.sparkplatform.com/icb/20240925211817265392000000.jpg,1,1,1,1,9500,Paved,,2572 N 550 W,1512,447500
108544,1/21/2025,288000,0,2018,0.08,3,2,0,Attach,Residential,Gemini Meadows,B-1870-0089-000N,1,http://cdn.photos.sparkplatform.com/icb/20240926051655865832000000.jpg,0,0,1,1,8679,Paved,Year Round,2773 N Mountain Valley Trail,1150,279321
108551,1/2/2025,669000,1688,2005,0.23,4,3,1,Attach,R1,Ashdown Forest,B-1790-0012-0000,3,http://cdn.photos.sparkplatform.com/icb/20240925183339541126000000.jpg,0,1,1,1,0,Paved,Year Round,1024 E Cellowood E Drive,2883,669000
108552,5/5/2025,309000,0,1977,1.02,3,2,0,None,R 1/2 Acre,Rainbow Ranchos,E-0258-0057-0000,0,http://cdn.photos.sparkplatform.com/icb/20250121015008831022000000.jpg,0,1,1,1,9500,Paved,Year Round,3320 S 5225 W,1316,299500
108564,10/22/2025,465000,1638,2004,0.23,5,3,0,Attach,R-1,Equestrian Pointe,B-1747-0031-0000,3,http://cdn.photos.sparkplatform.com/icb/20240927155217088083000000.jpg,1,1,1,1,16000,Paved,Year Round,3893 W 1475 N,1523,449000
108570,2/3/2025,484500,1576,2024,0.25,3,2,0,Attach,R1/2,The Parks Deer Hollo,D-1224-0015-0000,3,http://cdn.photos.sparkplatform.com/icb/20240923181100774787000000.jpg,0,0,1,1,7000,Paved,Year Round,1991 W 4700 N,1576,477500
108571,3/3/2025,360000,0,1995,0.21,3,2,0,Attach,R1,Rocking Horse,B-1379-0028-0000,2,http://cdn.photos.sparkplatform.com/icb/20240927195519988570000000.jpg,0,2,1,1,10105,Paved,Year Round,923 W 1325 S,1443,349895
108573,3/31/2025,625000,193,2006,0,2,3,0,Attach,R3,Black Diamond,A-1207-0001-003G,2,http://cdn.photos.sparkplatform.com/icb/20240927195730220907000000.jpg,1,1,1,1,0,Paved,Year Round,565 S Vasels #3G (Black Diamond #3G),1490,625000
108581,1/9/2025,329990,632,2024,0.03,3,2,1,Attach,Residential,Old Sorrel Ranch,B-1857-1143-0000,2,http://cdn.photos.sparkplatform.com/icb/20240927223055601299000000.jpg,0.8,0,1,1,0,Paved,Year Round,2976 W Lewis Loop #1143,1555,329990
108582,1/9/2025,329990,632,2024,0.03,3,2,1,Attach,Residential,Old Sorrel Ranch,B-1857-1144-0000,2,http://cdn.photos.sparkplatform.com/icb/20240927223534186701000000.jpg,0.8,0,1,1,0,Paved,Year Round,2978 W Lewis Loop #1144,1555,329990
108583,1/7/2025,339990,632,2024,0.03,4,2,1,Attach,Residential,Old Sorrel Ranch,B-1857-1142-0000,2,http://cdn.photos.sparkplatform.com/icb/20240927224827456471000000.jpg,0.8,0,1,1,0,Paved,Year Round,2972 W Lewis Loop #1142,1615,339990
108584,2/6/2025,339990,632,2024,0.03,4,2,1,Attach,Residential,Old Sorrel Ranch,B-1857-1145-0000,2,http://cdn.photos.sparkplatform.com/icb/20240927230647618826000000.jpg,0.8,0,1,1,0,Paved,Year Round,2982 W Lewis Loop #1145,1615,339990
108586,2/14/2025,680000,0,2024,0.28,4,3,0,Attach,R,Saddleback Ridge,B-2012-0927-0000,3,http://cdn.photos.sparkplatform.com/icb/20240928005418933295000000.jpg,0,1,1,1,0,Paved,Year Round,1779 S Hidden Canyon Road,2242,680000
108587,4/17/2025,617000,0,2024,0.3,3,2,1,Attach,R,Saddleback Ridge,B-2012-0928-0000,3,http://cdn.photos.sparkplatform.com/icb/20240928010606165036000000.jpg,0,1,1,1,0,Paved,Year Round,1763 S Hidden Canyon Road,1971,617000
108610,9/12/2025,237000,0,1972,0,3,2,0,None,R3,Edelweiss,A-1181-0311-02AM,0,http://cdn.photos.sparkplatform.com/icb/20240930184342334471000000.jpg,0,1,1,1,0,,Year Round,651 S Snowflake Ln #311,900,237000
108619,3/26/2025,269000,0,2017,0.02,3,2,1,Attach,R-3-M,Meadow Crest PUD,B-1985-0002-0047,1,http://cdn.photos.sparkplatform.com/icb/20240930222134921615000000.jpg,0,0,1,1,0,Paved,Year Round,1677 N Main #47,1469,269000
108623,3/3/2025,350000,384,1978,0.21,3,2,0,Carpor,Residential,Sunbow,B-1158-0004-0007,1,http://cdn.photos.sparkplatform.com/icb/20241001202914229404000000.jpg,1,1,1,1,16500,Paved,Year Round,89 W Sunbow,1840,333500
108654,10/6/2025,450000,0,1980,0.95,4,2,0,Attach,A1 Ag,Not Applicable,A-0481-0001-0000,2,http://cdn.photos.sparkplatform.com/icb/20241003170426725869000000.jpg,0,1,1,1,0,Paved,Year Round,263 W 300 S,2196,450000
108657,3/18/2025,370000,405,2024,0.02,4,3,1,Attach,R,Fiddlers Cove PUD,B-2041-0004-000B,2,http://cdn.photos.sparkplatform.com/icb/20241003164915672336000000.jpg,1,0,1,1,0,Paved,,665 E 2015 #4B N,1867,370000
108669,5/19/2025,265000,0,1999,0.09,3,2,0,Carpor,R,Ornellas,B-1378-0010-0000,1,http://cdn.photos.sparkplatform.com/icb/20250204172408782497000000.jpg,0,0,1,1,10000,Paved,,1164 W 475 S,1057,255000
108673,3/14/2025,395000,0,2020,0.16,3,2,0,Attach,Residential,Crescent Heights,B-1895-0034-0000,2,http://cdn.photos.sparkplatform.com/icb/20241011150130953894000000.jpg,0,1,1,1,650,Paved,Year Round,752 S Eastgate Drive,1419,394350
108677,3/28/2025,435000,0,2013,0.22,3,2,1,Detach,R-1/2 Acre,Deer Hollow,D-1219-0020-0000,2,http://cdn.photos.sparkplatform.com/icb/20241003160419704932000000.jpg,0,1,1,1,4000,Paved,Year Round,4721 N 1750 W,1930,431000
112836,10/3/2025,289000,0,2006,0.08,3,2,0,Attach,R2-2,Cedar Willows,B-1867-0032-000N,1,http://cdn.photos.sparkplatform.com/icb/20250826030537008895000000.jpg,0,0,1,1,3000,Paved,Year Round,2093 N 550 W,1219,286000
108689,2/19/2025,16000,0,1969,0,1,1,0,None,R,Not Applicable,none,0,http://cdn.photos.sparkplatform.com/icb/20240920154239732068000000.jpg,0,1,1,1,0,Paved,,53 N 300 East #8,720,16000
108693,1/13/2025,601900,1596,2024,0.2,5,3,0,Attach,R-2-1,Crescent Hills,B-2017-0037-0000,2,http://cdn.photos.sparkplatform.com/icb/20250107011444899439000000.jpg,0.9,1,1,1,0,Paved,,77 N Sterling Dr (Lot 37 Phs 4 Crescent Hills),1766,601900
108697,4/23/2025,530000,1551,2007,0.46,5,3,0,Attach,R-1-18,Saddleback View,A-0941-0043-0000,2,http://cdn.photos.sparkplatform.com/icb/20241007172010550116000000.jpg,0.9,2,1,1,6000,Paved,,1856 E Rachel Lane,1551,524000
108718,1/9/2025,170000,840,1938,0.28,2,2,1,None,Re,Cedar City,B-0440-0000-0000,0,http://cdn.photos.sparkplatform.com/icb/20241008220044014760000000.jpg,0.25,1,1,1,0,Paved,Year Round,131 S 200 E,1200,170000
108721,5/30/2025,1525000,1571,2004,0.82,5,4,0,Attach,Residential,Brian Head I,A-1144-0001-0002-02,2,http://cdn.photos.sparkplatform.com/icb/20241008224702660177000000.jpg,1,3,1,1,0,,Year Round,320 N Rue Jolley,2006,1525000
108725,1/2/2025,415000,1312,2018,0.28,3,2,0,Attach,Residential,The Parks Deer Hollo,D-1219-0017-0000,2,http://cdn.photos.sparkplatform.com/icb/20241008024945365929000000.jpg,0.05,0,1,1,5000,Paved,,1803 W 4750 N,1312,410000
108755,8/18/2025,730000,1088,1997,6.59,5,3,0,Attach,R-2,Red Canyon,C-1106-0006-0029,3,http://cdn.photos.sparkplatform.com/icb/20241010164525531694000000.jpg,1,2,1,1,5000,Unimproved,,1424 S Pine Canyon Drive,2126,725000
108757,3/25/2025,370000,0,2018,4.44,1,2,0,None,R-2,Red Canyon,C-1106-0006-0030,0,http://cdn.photos.sparkplatform.com/icb/20241010175442794839000000.jpg,1,0,1,1,0,Unimproved,,1337 S Red Canyon Dr,1364,370000
108761,1/21/2025,459900,1309,2004,0.5,5,2,0,Attach,R,Spanish Trails,A-0878-0005-0010,2,http://cdn.photos.sparkplatform.com/icb/20241017231921303521000000.jpg,0.8,0,1,1,15000,,Year Round,3845 N Arabian Way,1309,444900
108762,1/14/2025,297900,0,1999,0.2,3,2,0,Attach,R-3-M,Grant,B-1381-0002-0010,2,http://cdn.photos.sparkplatform.com/icb/20241111210120212626000000.jpg,0,0,1,1,10000,Paved,Year Round,501 W 1100 N,1306,287900
108763,2/12/2025,469000,1281,2004,0.41,5,3,0,Attach,A12,Highland Trails,A-0937-0012-0000,2,http://cdn.photos.sparkplatform.com/icb/20241010201623428272000000.jpg,1,0,1,1,15000,Paved,,1547 E Highland Trails Road,1293,454000
108767,1/14/2025,385900,0,2024,1,4,2,0,None,Residential,Aspen View,A-0879-0009-0000,0,http://cdn.photos.sparkplatform.com/icb/20250114024215173238000000.jpg,0,0,1,1,0,Paved,Year Round,4022 N 350 W,1600,385900
108768,4/23/2025,415000,0,2024,1,4,2,0,None,Residential,Aspen View,A-0879-0010-0000,0,http://cdn.photos.sparkplatform.com/icb/20250128033530081761000000.jpg,0,0,1,1,5000,Paved,Year Round,4050 N 350 W,1980,410000
108770,5/30/2025,639900,0,2024,0.26,5,3,0,Attach,R1,The Bluff at South Mtn.,B-2027-0002-0000,3,http://cdn.photos.sparkplatform.com/icb/20241117020917292331000000.jpg,0,1,1,1,12000,Paved,Year Round,2177 S Bluff,2607,627900
108785,7/3/2025,177000,0,1973,0,1,1,0,None,Res,Chalet Village,A-1172-0036-0000,0,http://cdn.photos.sparkplatform.com/icb/20241011222912797491000000.jpg,0,1,1,1,0,Paved,,226 S Highway 143 143 #14-b,444,177000
108797,1/23/2025,543632,1160,2024,0.16,6,3,1,Attach,R-2-1,Black Sage,B-1877-0114-0000,3,http://cdn.photos.sparkplatform.com/icb/20241114164406460891000000.jpg,1,0,1,1,0,Paved,Year Round,2540 W Black Sage Drive,2367,543632
108802,1/17/2025,619000,0,2024,0.29,5,2,1,Attach,Res,Iron West,B-2020-0080-0000,3,http://cdn.photos.sparkplatform.com/icb/20241014171811782522000000.jpg,0,1,1,1,0,Paved,Year Round,4310 W 200 N Circle,2672,619000
108805,3/14/2025,475000,1016,2006,0.23,3,2,1,Attach,R1,Not Applicable,A-0061-0002-0000,4,http://cdn.photos.sparkplatform.com/icb/20241014215559463017000000.jpg,1,0,1,1,0,Paved,Year Round,240 E Center Street,2032,475000
108806,3/21/2025,282500,0,1996,0.06,2,1,0,Attach,Residential,Black Rock,B-1566-0003-0000,2,http://cdn.photos.sparkplatform.com/icb/20241013235431714202000000.jpg,0,0,1,1,0,Paved,Year Round,2462 W Pachea,958,282500
108807,1/30/2025,601999,0,1888,1.05,4,3,0,Attach,R-2,Parowan City,A-0281-0000-0000,2,http://cdn.photos.sparkplatform.com/icb/20241014214524139990000000.jpg,0,1,1,1,0,Paved,Year Round,390 W 100 S,2864,601999
108818,5/27/2025,120000,0,2023,0,4,2,0,Carpor,R3,Canyon Vw Mfg Hm Prk,trailer,0,http://cdn.photos.sparkplatform.com/icb/20241015173146576740000000.jpg,0,0,1,1,0,Paved,,813 W 1175 #57 N,1394,120000
108820,4/11/2025,775000,0,2025,0.29,3,2,1,Attach,Re,Saddleback Ridge,B-2012-0935-0000,3,http://cdn.photos.sparkplatform.com/icb/20241015205357799020000000.jpg,0,1,1,1,0,,Year Round,1838 S Hidden Canyon Road,2530,775000
108822,5/15/2025,634301.58,1940,2024,0.33,4,3,0,Attach,R1,Saddleback Ridge,B-2012-0418-0000,2,http://cdn.photos.sparkplatform.com/icb/20241015231139761144000000.jpg,0.4,1,1,1,0,Paved,Year Round,2858 W Rock Ridge Road,2116,634301.58
108834,10/17/2025,0,0,2024,0.3,5,3,1,Attach,R,Saddleback Ridge,B-2012-0917-0000,3,http://cdn.photos.sparkplatform.com/icb/20250422173206924267000000.jpg,0,1,1,1,0,Paved,Year Round,1758 S Grace Lane,3166,0
108837,3/14/2025,630000,1453,1998,2.25,5,3,0,Attach,R-1,Not Applicable,A-0746-0001-0002,3,http://cdn.photos.sparkplatform.com/icb/20241016152154593847000000.jpg,1,1,1,1,0,Paved,Year Round,5387 N Enoch Road,1477,630000
108843,10/21/2025,563900,1782,2024,0.35,3,2,0,Attach,Residential,Painted Desert,D-0535-0004-0000,3,http://cdn.photos.sparkplatform.com/icb/20250818221917877560000000.jpg,0,0,1,1,20000,Paved,Year Round,2390 W 5190 Lot 4 N,1782,543900
108859,8/15/2025,699900,0,2024,0.33,4,2,0,Attach,R,Saddleback Ridge,B-2012-0207-0000,4,http://cdn.photos.sparkplatform.com/icb/20241214223503027162000000.jpg,0,0,2,1,8000,Paved,Year Round,2844 W Oak Springs S Road,2262,691900
108873,2/28/2025,495810,0,2024,0.28,4,2,0,Attach,R-1-11,Settlers Square,A-0990-0031-0000,3,http://cdn.photos.sparkplatform.com/icb/20250228155446430369000000.jpg,0,1,1,1,10000,Paved,,1065 E 4240 N (Lot 31 Phs 4 Settlers Square),1864,485810
